SALE_DT,LOCAL_SHOP_CD,SALES_AMT,Holiday,Holiday Name
2025-04-21,M12,299,o,Easter Monday
2025-04-21,M13,16463,o,Easter Monday
2025-04-21,M14,30765,o,Easter Monday
2025-04-21,M15,10567,o,Easter Monday
2025-04-21,M16,9823,o,Easter Monday
2025-04-21,M17,11279,o,Easter Monday
2025-04-21,M18,42942,o,Easter Monday
2025-04-21,M19,6260,o,Easter Monday
2025-04-21,M20,3813,o,Easter Monday
2025-04-21,M21,21068,o,Easter Monday
2025-04-21,M22,10061,o,Easter Monday
2025-04-21,MC1,69887.379,o,Easter Monday
2025-04-21,MC2,26584.466,o,Easter Monday
2025-04-21,MC3,28386.409,o,Easter Monday
2025-04-21,MC4,26827.183,o,Easter Monday
2025-04-22,HE1,3145.31,,
2025-04-22,HE2,22979,,
2025-04-22,M01,30665,,
2025-04-22,M02,14148,,
2025-04-22,M05,9694,,
2025-04-22,M07,47724,,
2025-04-22,M08,9756,,
2025-04-22,M09,9955,,
2025-04-22,M10,34597,,
2025-04-22,M11,24405,,
2025-04-22,M12,2923,,
2025-04-22,M13,17502,,
2025-04-22,M14,20657,,
2025-04-22,M15,11981,,
2025-04-22,M16,9198,,
2025-04-22,M17,19134,,
2025-04-22,M18,29505,,
2025-04-22,M19,2338,,
2025-04-22,M20,7457,,
2025-04-22,M21,20586,,
2025-04-22,M22,11996,,
2025-04-22,MC1,70034.949,,
2025-04-22,MC2,12868.931,,
2025-04-22,MC3,36192.714,,
2025-04-22,MC4,13275.73,,
2025-04-23,HE1,4322.97,,
2025-04-23,M01,35664,,
2025-04-23,M02,16781,,
2025-04-23,M05,14286,,
2025-04-23,M07,53123,,
2025-04-23,M08,7848,,
2025-04-23,M09,16863,,
2025-04-23,M10,35209,,
2025-04-23,M11,16091,,
2025-04-23,M12,1097,,
2025-04-23,M13,12795,,
2025-04-23,M14,30587,,
2025-04-23,M15,14674,,
2025-04-23,M16,13840,,
2025-04-23,M17,10073,,
2025-04-23,M18,41252,,
2025-04-23,M19,4447,,
2025-04-23,M20,5183,,
2025-04-23,M21,6090,,
2025-04-23,M22,15033,,
2025-04-23,MC1,73419.418,,
2025-04-23,MC2,14069.902,,
2025-04-23,MC3,48945.622,,
2025-04-23,MC4,17453.397,,
2025-04-24,HE1,4243.27,,
2025-04-24,HE2,8690.2,,
2025-04-24,M01,50169,,
2025-04-24,M02,14005,,
2025-04-24,M05,24254,,
2025-04-24,M07,42829,,
2025-04-24,M08,12403,,
2025-04-24,M09,14132,,
2025-04-24,M10,30740,,
2025-04-24,M11,22706,,
2025-04-24,M12,1756,,
2025-04-24,M13,10552.5,,
2025-04-24,M14,35112,,
2025-04-24,M15,10073,,
2025-04-24,M16,11712,,
2025-04-24,M17,7765,,
2025-04-24,M18,58835,,
2025-04-24,M19,3348,,
2025-04-24,M20,12783,,
2025-04-24,M21,24821,,
2025-04-24,M22,12183,,
2025-04-24,MC1,71670.38,,
2025-04-24,MC2,16446.601,,
2025-04-24,MC3,48809.708,,
2025-04-24,MC4,13948.544,,
2025-04-25,HE1,1762.1,,
2025-04-25,HE2,4145.25,,
2025-04-25,M01,30102.5,,
2025-04-25,M02,9570,,
2025-04-25,M05,29324,,
2025-04-25,M07,35374,,
2025-04-25,M08,16791,,
2025-04-25,M09,6656,,
2025-04-25,M10,63173,,
2025-04-25,M11,28793,,
2025-04-25,M13,8511,,
2025-04-25,M14,25124.5,,
2025-04-25,M15,8663,,
2025-04-25,M16,4962,,
2025-04-25,M17,15124,,
2025-04-25,M18,49366,,
2025-04-25,M19,129.5,,
2025-04-25,M20,7628,,
2025-04-25,M21,38201,,
2025-04-25,M22,11529,,
2025-04-25,MC1,78457.278,,
2025-04-25,MC2,27300.971,,
2025-04-25,MC3,20741.745,,
2025-04-25,MC4,12931.067,,
2025-04-26,M01,38932,,
2025-04-26,M02,12601,,
2025-04-26,M05,31043,,
2025-04-26,M07,53637,,
2025-04-26,M08,16364,,
2025-04-26,M09,27574,,
2025-04-26,M10,52305,,
2025-04-26,M11,22840,,
2025-04-26,M12,622,,
2025-04-26,M13,9332,,
2025-04-26,M14,42814,,
2025-04-26,M15,18896,,
2025-04-26,M16,12928,,
2025-04-26,M17,14959,,
2025-04-26,M18,48796,,
2025-04-26,M19,5206,,
2025-04-26,M20,7455,,
2025-04-26,M21,20752,,
2025-04-26,M22,14888,,
2025-04-26,MC1,76852.422,,
2025-04-26,MC2,27085.434,,
2025-04-26,MC3,41649.517,,
2025-04-26,MC4,21751.455,,
2025-04-27,M01,52751,,
2025-04-27,M02,19253,,
2025-04-27,M05,30990,,
2025-04-27,M07,51068,,
2025-04-27,M08,17444,,
2025-04-27,M09,21551,,
2025-04-27,M10,63495,,
2025-04-27,M11,26678,,
2025-04-27,M12,578,,
2025-04-27,M13,15138,,
2025-04-27,M14,30452,,
2025-04-27,M15,19651,,
2025-04-27,M16,10803,,
2025-04-27,M17,25008,,
2025-04-27,M18,53201,,
2025-04-27,M19,7332,,
2025-04-27,M20,8135,,
2025-04-27,M21,25982,,
2025-04-27,M22,21497,,
2025-04-27,MC1,67477.661,,
2025-04-27,MC2,23887.376,,
2025-04-27,MC3,42836.886,,
2025-04-27,MC4,22367.476,,
2025-04-28,HE1,3082.31,,
2025-04-28,HE2,12232.85,,
2025-04-28,M01,42884,,
2025-04-28,M02,10357,,
2025-04-28,M05,18501,,
2025-04-28,M07,27099,,
2025-04-28,M08,10493,,
2025-04-28,M09,18219,,
2025-04-28,M10,44814,,
2025-04-28,M11,22563,,
2025-04-28,M12,1104,,
2025-04-28,M13,3690,,
2025-04-28,M14,22661,,
2025-04-28,M15,13717,,
2025-04-28,M16,8742,,
2025-04-28,M17,11182,,
2025-04-28,M18,39163,,
2025-04-28,M19,1772,,
2025-04-28,M20,6057,,
2025-04-28,M21,9218,,
2025-04-28,M22,12067,,
2025-04-28,MC1,82892.229,,
2025-04-28,MC2,14695.147,,
2025-04-28,MC3,30993.203,,
2025-04-28,MC4,14057.283,,
2025-04-29,HE1,5997.5,,
2025-04-29,HE2,0,,
2025-04-29,M01,39904,,
2025-04-29,M02,14422.5,,
2025-04-29,M05,24834,,
2025-04-29,M07,39481,,
2025-04-29,M08,7118,,
2025-04-29,M09,12595,,
2025-04-29,M10,44710,,
2025-04-29,M11,20029,,
2025-04-29,M12,917,,
2025-04-29,M13,14095,,
2025-04-29,M14,36590,,
2025-04-29,M15,9268,,
2025-04-29,M16,8244,,
2025-04-29,M17,19664,,
2025-04-29,M18,41158,,
2025-04-29,M19,2149,,
2025-04-29,M20,2334,,
2025-04-29,M21,19654,,
2025-04-29,M22,11981,,
2025-04-29,MC1,77090.293,,
2025-04-29,MC2,20483.977,,
2025-04-29,MC3,33468.934,,
2025-04-29,MC4,30625.242,,
2025-04-30,HE1,3296.19,,
2025-04-30,HE2,8860.3,,
2025-04-30,M01,30110,,
2025-04-30,M02,10434,,
2025-04-30,M05,17203,,
2025-04-30,M07,33953,,
2025-04-30,M08,11223,,
2025-04-30,M09,14802,,
2025-04-30,M10,43823,,
2025-04-30,M11,23901.5,,
2025-04-30,M12,319,,
2025-04-30,M13,5134,,
2025-04-30,M14,15609,,
2025-04-30,M15,6783,,
2025-04-30,M16,4963,,
2025-04-30,M17,22530,,
2025-04-30,M18,43665,,
2025-04-30,M19,1339,,
2025-04-30,M20,7335,,
2025-04-30,M21,21087,,
2025-04-30,M22,11745,,
2025-04-30,MC1,62646.601,,
2025-04-30,MC2,20151.455,,
2025-04-30,MC3,28632.035,,
2025-04-30,MC4,10006.798,,
2025-05-01,M01,77632,o,Labour Day
2025-05-01,M02,18256,o,Labour Day
2025-05-01,M05,58345,o,Labour Day
2025-05-01,M07,91087,o,Labour Day
2025-05-01,M08,17339,o,Labour Day
2025-05-01,M09,19041,o,Labour Day
2025-05-01,M10,80425,o,Labour Day
2025-05-01,M11,74182,o,Labour Day
2025-05-01,M12,259,o,Labour Day
2025-05-01,M13,19146,o,Labour Day
2025-05-01,M14,60922,o,Labour Day
2025-05-01,M15,15992,o,Labour Day
2025-05-01,M16,34494,o,Labour Day
2025-05-01,M17,34644,o,Labour Day
2025-05-01,M18,73610,o,Labour Day
2025-05-01,M19,13019,o,Labour Day
2025-05-01,M20,14424,o,Labour Day
2025-05-01,M21,37539,o,Labour Day
2025-05-01,M22,43175,o,Labour Day
2025-05-01,MC1,135834.955,o,Labour Day
2025-05-01,MC2,40640.78,o,Labour Day
2025-05-01,MC3,50437.865,o,Labour Day
2025-05-01,MC4,23385.438,o,Labour Day
2025-05-02,HE1,2218.69,,
2025-05-02,HE2,15076.65,,
2025-05-02,M01,58303,,
2025-05-02,M02,24864,,
2025-05-02,M05,50688,,
2025-05-02,M07,71282,,
2025-05-02,M08,9866,,
2025-05-02,M09,20240,,
2025-05-02,M10,85209,,
2025-05-02,M11,40608,,
2025-05-02,M12,8941,,
2025-05-02,M13,13666.5,,
2025-05-02,M14,53404,,
2025-05-02,M15,20880,,
2025-05-02,M16,23597,,
2025-05-02,M17,22259,,
2025-05-02,M18,83491,,
2025-05-02,M19,4100,,
2025-05-02,M20,15190,,
2025-05-02,M21,40519.5,,
2025-05-02,M22,17009,,
2025-05-02,MC1,195265.028,,
2025-05-02,MC2,46904.851,,
2025-05-02,MC3,69189.322,,
2025-05-02,MC4,33079.611,,
2025-05-03,M01,66729,,
2025-05-03,M02,21685,,
2025-05-03,M05,55776,,
2025-05-03,M07,98203,,
2025-05-03,M08,27678,,
2025-05-03,M09,16216,,
2025-05-03,M10,119093,,
2025-05-03,M11,49147,,
2025-05-03,M12,4267,,
2025-05-03,M13,4453,,
2025-05-03,M14,55093,,
2025-05-03,M15,16149,,
2025-05-03,M16,30094,,
2025-05-03,M17,18154,,
2025-05-03,M18,90180,,
2025-05-03,M19,4006,,
2025-05-03,M20,17360,,
2025-05-03,M21,45182,,
2025-05-03,M22,7504,,
2025-05-03,MC1,178892.224,,
2025-05-03,MC2,64168.932,,
2025-05-03,MC3,40655.825,,
2025-05-03,MC4,40977.671,,
2025-05-04,M01,57554.5,,
2025-05-04,M02,23029,,
2025-05-04,M05,27936,,
2025-05-04,M07,74434,,
2025-05-04,M08,19359,,
2025-05-04,M09,17382,,
2025-05-04,M10,74565,,
2025-05-04,M11,33133,,
2025-05-04,M12,259,,
2025-05-04,M13,16838,,
2025-05-04,M14,39520.5,,
2025-05-04,M15,18194,,
2025-05-04,M16,27085,,
2025-05-04,M17,17662,,
2025-05-04,M18,67171,,
2025-05-04,M19,3961,,
2025-05-04,M20,14676,,
2025-05-04,M21,28843,,
2025-05-04,M22,19632,,
2025-05-04,MC1,123795.136,,
2025-05-04,MC2,46073.785,,
2025-05-04,MC3,49930.099,,
2025-05-04,MC4,25500.003,,
2025-05-05,M01,39156,o,Birthday of the Buddha
2025-05-05,M02,11006,o,Birthday of the Buddha
2025-05-05,M05,24847,o,Birthday of the Buddha
2025-05-05,M07,75988,o,Birthday of the Buddha
2025-05-05,M08,6563,o,Birthday of the Buddha
2025-05-05,M09,16312,o,Birthday of the Buddha
2025-05-05,M10,55617,o,Birthday of the Buddha
2025-05-05,M11,45704,o,Birthday of the Buddha
2025-05-05,M12,1206,o,Birthday of the Buddha
2025-05-05,M13,11296,o,Birthday of the Buddha
2025-05-05,M14,53357.5,o,Birthday of the Buddha
2025-05-05,M15,12033,o,Birthday of the Buddha
2025-05-05,M16,10811,o,Birthday of the Buddha
2025-05-05,M17,26981,o,Birthday of the Buddha
2025-05-05,M18,48397,o,Birthday of the Buddha
2025-05-05,M19,5934,o,Birthday of the Buddha
2025-05-05,M20,11244,o,Birthday of the Buddha
2025-05-05,M21,11211,o,Birthday of the Buddha
2025-05-05,M22,17840,o,Birthday of the Buddha
2025-05-05,MC1,80135.918,o,Birthday of the Buddha
2025-05-05,MC2,21518.444,o,Birthday of the Buddha
2025-05-05,MC3,19609.707,o,Birthday of the Buddha
2025-05-05,MC4,9927.671,o,Birthday of the Buddha
2025-05-06,HE1,3091.65,,
2025-05-06,HE2,33298,,
2025-05-06,M02,10053,,
2025-05-06,M05,13664.5,,
2025-05-06,M07,25312,,
2025-05-06,M08,11790,,
2025-05-06,M09,27815,,
2025-05-06,M10,19526,,
2025-05-06,M11,41970,,
2025-05-06,M12,2077,,
2025-05-06,M13,8091,,
2025-05-06,M14,25887,,
2025-05-06,M15,9686,,
2025-05-06,M16,17856,,
2025-05-06,M17,14891,,
2025-05-06,M18,56775,,
2025-05-06,M19,1975,,
2025-05-06,M20,4420,,
2025-05-06,M21,20126.5,,
2025-05-06,M22,8464.5,,
2025-05-06,MC1,53210.674,,
2025-05-06,MC2,5371.845,,
2025-05-06,MC3,35394.177,,
2025-05-06,MC4,16543.687,,
2025-05-07,HE1,6283.83,,
2025-05-07,HE2,7153.85,,
2025-05-07,M02,10826,,
2025-05-07,M05,11699,,
2025-05-07,M07,32139,,
2025-05-07,M08,18462,,
2025-05-07,M09,14100,,
2025-05-07,M10,37883,,
2025-05-07,M11,33962.5,,
2025-05-07,M12,1057,,
2025-05-07,M13,6328,,
2025-05-07,M14,20627,,
2025-05-07,M15,8515,,
2025-05-07,M16,6443,,
2025-05-07,M17,23550.5,,
2025-05-07,M18,33338,,
2025-05-07,M19,259,,
2025-05-07,M20,2559,,
2025-05-07,M21,15903,,
2025-05-07,M22,20482,,
2025-05-07,MC1,37507.763,,
2025-05-07,MC2,5551.456,,
2025-05-07,MC3,21760.194,,
2025-05-07,MC4,10684.466,,
2025-05-08,HE1,7425.99,,
2025-05-08,M02,9702,,
2025-05-08,M05,21121,,
2025-05-08,M07,25249,,
2025-05-08,M08,5548,,
2025-05-08,M09,15417,,
2025-05-08,M10,34600,,
2025-05-08,M11,35283,,
2025-05-08,M12,578,,
2025-05-08,M13,8128,,
2025-05-08,M14,49659,,
2025-05-08,M15,12445,,
2025-05-08,M16,17164,,
2025-05-08,M17,10616,,
2025-05-08,M18,63723.5,,
2025-05-08,M19,2600,,
2025-05-08,M20,2843,,
2025-05-08,M21,15711,,
2025-05-08,M22,9146,,
2025-05-08,MC1,65890.281,,
2025-05-08,MC2,21439.804,,
2025-05-08,MC3,38229.126,,
2025-05-08,MC4,10734.949,,
2025-05-09,HE1,1607.15,,
2025-05-09,HE2,38872.75,,
2025-05-09,M02,5495,,
2025-05-09,M05,19322,,
2025-05-09,M07,37702,,
2025-05-09,M08,13652,,
2025-05-09,M09,12210.5,,
2025-05-09,M10,35006,,
2025-05-09,M11,34098,,
2025-05-09,M12,299,,
2025-05-09,M13,14020,,
2025-05-09,M14,36262,,
2025-05-09,M15,14084,,
2025-05-09,M16,20263,,
2025-05-09,M17,17040,,
2025-05-09,M18,83091,,
2025-05-09,M19,2898,,
2025-05-09,M20,1371,,
2025-05-09,M21,8166,,
2025-05-09,M22,17354,,
2025-05-09,MC1,69291.256,,
2025-05-09,MC2,30524.273,,
2025-05-09,MC3,30414.56,,
2025-05-09,MC4,15653.399,,
2025-05-10,M02,12487,,
2025-05-10,M05,21547,,
2025-05-10,M07,39200,,
2025-05-10,M08,5864,,
2025-05-10,M09,15137,,
2025-05-10,M10,71840,,
2025-05-10,M11,46756,,
2025-05-10,M12,2154,,
2025-05-10,M13,5399,,
2025-05-10,M14,51573,,
2025-05-10,M15,9326,,
2025-05-10,M16,20732.5,,
2025-05-10,M17,15815,,
2025-05-10,M18,79139,,
2025-05-10,M19,1665,,
2025-05-10,M20,14019.5,,
2025-05-10,M21,28283,,
2025-05-10,M22,14134,,
2025-05-10,MC1,120033.979,,
2025-05-10,MC2,31412.619,,
2025-05-10,MC3,38079.614,,
2025-05-10,MC4,19572.819,,
2025-05-11,M02,20616,,
2025-05-11,M05,23356,,
2025-05-11,M07,73776.5,,
2025-05-11,M08,28827,,
2025-05-11,M09,24654,,
2025-05-11,M10,68204.5,,
2025-05-11,M11,51149,,
2025-05-11,M12,4025,,
2025-05-11,M13,13895,,
2025-05-11,M14,58951,,
2025-05-11,M15,22741,,
2025-05-11,M16,21065,,
2025-05-11,M17,23395,,
2025-05-11,M18,75993.5,,
2025-05-11,M19,4703.5,,
2025-05-11,M20,4662,,
2025-05-11,M21,38878,,
2025-05-11,M22,23977.5,,
2025-05-11,MC1,95859.218,,
2025-05-11,MC2,19032.033,,
2025-05-11,MC3,49799.512,,
2025-05-11,MC4,23269.907,,
2025-05-12,HE1,7584.54,,
2025-05-12,HE2,20951.4,,
2025-05-12,M02,14292,,
2025-05-12,M05,12770,,
2025-05-12,M07,24345,,
2025-05-12,M08,17026,,
2025-05-12,M09,19884,,
2025-05-12,M10,55872,,
2025-05-12,M11,35300,,
2025-05-12,M12,1177,,
2025-05-12,M13,8668,,
2025-05-12,M14,21262.5,,
2025-05-12,M15,11761,,
2025-05-12,M16,10539.5,,
2025-05-12,M17,12095,,
2025-05-12,M18,47715,,
2025-05-12,M19,957,,
2025-05-12,M20,5014,,
2025-05-12,M21,14203,,
2025-05-12,M22,13501,,
2025-05-12,MC1,76120.39,,
2025-05-12,MC2,9166.989,,
2025-05-12,MC3,27158.253,,
2025-05-12,MC4,20041.75,,
2025-05-13,HE1,8619.53,,
2025-05-13,HE2,5817.7,,
2025-05-13,M02,16964,,
2025-05-13,M05,23371,,
2025-05-13,M07,70674,,
2025-05-13,M08,14475,,
2025-05-13,M09,10351,,
2025-05-13,M10,32295,,
2025-05-13,M11,21247,,
2025-05-13,M13,4428,,
2025-05-13,M14,18070,,
2025-05-13,M15,7297,,
2025-05-13,M16,8691,,
2025-05-13,M17,14754,,
2025-05-13,M18,48005,,
2025-05-13,M19,697,,
2025-05-13,M20,4426,,
2025-05-13,M21,17875,,
2025-05-13,M22,18589,,
2025-05-13,MC1,47349.511,,
2025-05-13,MC2,18990.289,,
2025-05-13,MC3,42063.103,,
2025-05-13,MC4,23728.16,,
2025-05-14,HE1,2664.55,,
2025-05-14,HE2,10148.5,,
2025-05-14,M02,18874,,
2025-05-14,M05,15571,,
2025-05-14,M07,46995,,
2025-05-14,M08,6463,,
2025-05-14,M09,16132,,
2025-05-14,M10,56144.5,,
2025-05-14,M11,33148,,
2025-05-14,M12,858,,
2025-05-14,M13,13559,,
2025-05-14,M14,23219,,
2025-05-14,M15,8530,,
2025-05-14,M16,9151,,
2025-05-14,M17,15892,,
2025-05-14,M18,64923,,
2025-05-14,M19,1220,,
2025-05-14,M20,5011,,
2025-05-14,M21,13056,,
2025-05-14,M22,6787,,
2025-05-14,MC1,73811.643,,
2025-05-14,MC2,37290.287,,
2025-05-14,MC3,27374.754,,
2025-05-14,MC4,19371.842,,
2025-05-15,HE1,2142.62,,
2025-05-15,HE2,7760.95,,
2025-05-15,M02,12422,,
2025-05-15,M05,21886.5,,
2025-05-15,M07,41402,,
2025-05-15,M08,22024,,
2025-05-15,M09,19329,,
2025-05-15,M10,57076,,
2025-05-15,M11,16892,,
2025-05-15,M12,2275.5,,
2025-05-15,M13,17099,,
2025-05-15,M14,22129.5,,
2025-05-15,M15,13367,,
2025-05-15,M16,11223.5,,
2025-05-15,M17,11408,,
2025-05-15,M18,44485,,
2025-05-15,M19,3211,,
2025-05-15,M20,7285.5,,
2025-05-15,M21,28213.5,,
2025-05-15,M22,14555.5,,
2025-05-15,MC1,58972.813,,
2025-05-15,MC2,19148.542,,
2025-05-15,MC4,17167.962,,
2025-05-16,HE1,2538.08,,
2025-05-16,HE2,7024.1,,
2025-05-16,M02,11181,,
2025-05-16,M05,13871,,
2025-05-16,M07,38498,,
2025-05-16,M08,7809,,
2025-05-16,M09,5537,,
2025-05-16,M10,38336,,
2025-05-16,M11,30208,,
2025-05-16,M12,1564,,
2025-05-16,M13,8991,,
2025-05-16,M14,19244,,
2025-05-16,M15,10964,,
2025-05-16,M16,7367,,
2025-05-16,M17,8046,,
2025-05-16,M18,40963,,
2025-05-16,M19,2932,,
2025-05-16,M20,2612,,
2025-05-16,M21,17201,,
2025-05-16,M22,12885,,
2025-05-16,MC1,84513.582,,
2025-05-16,MC2,18894.172,,
2025-05-16,MC4,15681.554,,
2025-05-17,M02,16231,,
2025-05-17,M05,25379,,
2025-05-17,M07,61417,,
2025-05-17,M08,18037,,
2025-05-17,M09,11908,,
2025-05-17,M10,43190.5,,
2025-05-17,M11,32164,,
2025-05-17,M12,1456,,
2025-05-17,M13,13960,,
2025-05-17,M14,38417,,
2025-05-17,M15,10585,,
2025-05-17,M16,17426,,
2025-05-17,M17,15891,,
2025-05-17,M18,62533,,
2025-05-17,M19,5552,,
2025-05-17,M20,1933,,
2025-05-17,M21,15151,,
2025-05-17,M22,16840,,
2025-05-17,MC1,114842.713,,
2025-05-17,MC2,34751.453,,
2025-05-17,MC4,42168.93,,
2025-05-18,M02,17961,,
2025-05-18,M05,30247,,
2025-05-18,M07,69283,,
2025-05-18,M08,12895,,
2025-05-18,M09,20657.5,,
2025-05-18,M10,56309,,
2025-05-18,M11,57204,,
2025-05-18,M12,2967,,
2025-05-18,M13,10230,,
2025-05-18,M14,34560,,
2025-05-18,M15,15767,,
2025-05-18,M16,17833,,
2025-05-18,M17,20359,,
2025-05-18,M18,86260.5,,
2025-05-18,M19,819,,
2025-05-18,M20,8311,,
2025-05-18,M21,18715,,
2025-05-18,M22,18229.5,,
2025-05-18,MC1,105263.094,,
2025-05-18,MC2,14835.438,,
2025-05-18,MC4,23707.281,,
2025-05-19,HE1,3203.11,,
2025-05-19,HE2,24601.6,,
2025-05-19,M02,7903,,
2025-05-19,M05,18863,,
2025-05-19,M07,48106,,
2025-05-19,M08,13855,,
2025-05-19,M09,14737,,
2025-05-19,M10,44944,,
2025-05-19,M11,21158,,
2025-05-19,M12,1456,,
2025-05-19,M13,7881,,
2025-05-19,M14,28318,,
2025-05-19,M15,6912,,
2025-05-19,M16,9780,,
2025-05-19,M17,28867,,
2025-05-19,M18,50484,,
2025-05-19,M19,648,,
2025-05-19,M20,3227,,
2025-05-19,M21,50794,,
2025-05-19,M22,17685,,
2025-05-19,MC1,87327.18,,
2025-05-19,MC2,17841.26,,
2025-05-19,MC4,23418.933,,
2025-05-20,HE1,5782,,
2025-05-20,HE2,13430,,
2025-05-20,M02,12181,,
2025-05-20,M05,14940,,
2025-05-20,M07,41518,,
2025-05-20,M08,5969,,
2025-05-20,M09,26617,,
2025-05-20,M10,40069,,
2025-05-20,M11,34025,,
2025-05-20,M12,449,,
2025-05-20,M13,4214,,
2025-05-20,M14,25382,,
2025-05-20,M15,9275,,
2025-05-20,M16,19822,,
2025-05-20,M17,25363,,
2025-05-20,M18,50852,,
2025-05-20,M19,3190,,
2025-05-20,M20,2592,,
2025-05-20,M21,14004,,
2025-05-20,M22,16042,,
2025-05-20,MC1,68461.162,,
2025-05-20,MC2,16411.65,,
2025-05-20,MC4,16621.362,,
2025-05-21,HE1,4565.42,,
2025-05-21,HE2,12456.7,,
2025-05-21,M02,17393,,
2025-05-21,M05,15542,,
2025-05-21,M07,35861,,
2025-05-21,M08,5775,,
2025-05-21,M09,14741,,
2025-05-21,M10,46907.5,,
2025-05-21,M11,32715,,
2025-05-21,M12,961,,
2025-05-21,M13,5727.5,,
2025-05-21,M14,42660,,
2025-05-21,M15,8945,,
2025-05-21,M16,3537,,
2025-05-21,M17,11177,,
2025-05-21,M18,50459,,
2025-05-21,M19,1614,,
2025-05-21,M20,3154,,
2025-05-21,M21,15532,,
2025-05-21,M22,5012,,
2025-05-21,MC1,61414.558,,
2025-05-21,MC2,20885.435,,
2025-05-21,MC4,12741.747,,
2025-05-22,HE1,2240.06,,
2025-05-22,HE2,2628.95,,
2025-05-22,M02,6446,,
2025-05-22,M05,22950,,
2025-05-22,M07,20920,,
2025-05-22,M08,7938.5,,
2025-05-22,M09,24000,,
2025-05-22,M10,37850,,
2025-05-22,M11,24942.5,,
2025-05-22,M12,1398,,
2025-05-22,M13,6088,,
2025-05-22,M14,28139,,
2025-05-22,M15,14686,,
2025-05-22,M16,15359,,
2025-05-22,M17,12534,,
2025-05-22,M18,56933,,
2025-05-22,M19,1210,,
2025-05-22,M20,4862,,
2025-05-22,M21,14814,,
2025-05-22,M22,15150,,
2025-05-22,MC1,69772.81,,
2025-05-22,MC2,22022.33,,
2025-05-22,MC4,20897.085,,
2025-05-23,HE1,6316.18,,
2025-05-23,HE2,6658.6,,
2025-05-23,M02,14415,,
2025-05-23,M05,27475.5,,
2025-05-23,M07,36227,,
2025-05-23,M08,9866,,
2025-05-23,M09,15415,,
2025-05-23,M10,53493.5,,
2025-05-23,M11,31140,,
2025-05-23,M12,1414,,
2025-05-23,M13,11238,,
2025-05-23,M14,23153,,
2025-05-23,M15,11099,,
2025-05-23,M16,15207,,
2025-05-23,M17,11731,,
2025-05-23,M18,61993,,
2025-05-23,M19,4874,,
2025-05-23,M20,4335,,
2025-05-23,M21,19445,,
2025-05-23,M22,11673,,
2025-05-23,MC1,67195.143,,
2025-05-23,MC2,24006.793,,
2025-05-23,MC3,37531.068,,
2025-05-23,MC4,5683.498,,
2025-05-24,M02,15752,,
2025-05-24,M05,31835,,
2025-05-24,M07,44384,,
2025-05-24,M08,18213,,
2025-05-24,M09,13415,,
2025-05-24,M10,62834,,
2025-05-24,M11,60243,,
2025-05-24,M12,3374,,
2025-05-24,M13,14956,,
2025-05-24,M14,25636,,
2025-05-24,M15,8939,,
2025-05-24,M16,18592,,
2025-05-24,M17,15139,,
2025-05-24,M18,75024,,
2025-05-24,M19,6607,,
2025-05-24,M20,9873,,
2025-05-24,M21,16038,,
2025-05-24,M22,25240,,
2025-05-24,MC1,80562.141,,
2025-05-24,MC2,27897.087,,
2025-05-24,MC3,50086.404,,
2025-05-24,MC4,16567.961,,
2025-05-25,M02,7051,,
2025-05-25,M05,27340,,
2025-05-25,M07,40313,,
2025-05-25,M08,12950,,
2025-05-25,M09,23699,,
2025-05-25,M10,50677,,
2025-05-25,M11,58651,,
2025-05-25,M12,2491,,
2025-05-25,M13,14337,,
2025-05-25,M14,52519,,
2025-05-25,M15,10609,,
2025-05-25,M16,16221,,
2025-05-25,M17,20125,,
2025-05-25,M18,70964,,
2025-05-25,M19,2402,,
2025-05-25,M20,7868,,
2025-05-25,M21,17288,,
2025-05-25,M22,19783,,
2025-05-25,MC1,71338.834,,
2025-05-25,MC2,22314.076,,
2025-05-25,MC3,43936.891,,
2025-05-25,MC4,24531.065,,
2025-05-26,HE1,3511.66,,
2025-05-26,M02,10178,,
2025-05-26,M05,20748,,
2025-05-26,M07,36450,,
2025-05-26,M08,7411,,
2025-05-26,M09,8034,,
2025-05-26,M10,31735,,
2025-05-26,M11,48448,,
2025-05-26,M12,3326,,
2025-05-26,M13,7324,,
2025-05-26,M14,22270,,
2025-05-26,M15,7578,,
2025-05-26,M16,8916,,
2025-05-26,M17,14336,,
2025-05-26,M18,37384,,
2025-05-26,M19,1726,,
2025-05-26,M20,5964,,
2025-05-26,M21,10352,,
2025-05-26,M22,10207,,
2025-05-26,MC1,71649.508,,
2025-05-26,MC2,10258.254,,
2025-05-26,MC3,44170.869,,
2025-05-26,MC4,27396.113,,
2025-05-27,HE1,2822.66,,
2025-05-27,HE2,24950.35,,
2025-05-27,M02,8466,,
2025-05-27,M05,10345,,
2025-05-27,M07,28531,,
2025-05-27,M08,5321,,
2025-05-27,M09,5131,,
2025-05-27,M10,43869,,
2025-05-27,M11,29747,,
2025-05-27,M12,768,,
2025-05-27,M13,5339,,
2025-05-27,M14,19515,,
2025-05-27,M15,9132,,
2025-05-27,M16,12286,,
2025-05-27,M17,13130,,
2025-05-27,M18,52345,,
2025-05-27,M19,1087,,
2025-05-27,M20,6896,,
2025-05-27,M21,9614,,
2025-05-27,M22,10666,,
2025-05-27,MC1,53215.531,,
2025-05-27,MC2,12058.251,,
2025-05-27,MC3,47438.834,,
2025-05-27,MC4,15470.875,,
